,SUPERFICIE_VETRATA_OPACA,ALTEZZA_EDIFICIO,DEGREE_DAYS,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_SERRAMENTO,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_BASAMENTO,SUPERFICIE_NETTA,VOLUME_NETTO,NEW_CODE_PROVINCIA,SUPERFICIE_OPACA,ANNO_CODE,NUMERO_GENERATORI,ETH,CLASSE_ENERGETICA
1084753,0.0262,4.06,2862.0,0.2642,1.2942,0.2474,0.1953,118.0,313.29,1.0008,364.4418,1.0005,1,33.9569,2
1084955,0.0781,3.99,2404.0,0.2964,1.289,0.2936,0.1958,964.29,2663.35,1.0005,2056.5119,1.0005,1,35.2088,2
1085442,0.0852,3.74,2505.0,0.2304,1.5009,0.3155,0.33,566.01,1461.58,1.0002,1159.9048,1.0005,1,34.1798,1
1085473,0.1214,3.73,2463.0,0.2808,1.0479,0.2355,0.174,176.01,457.55,1.0003,372.7416,1.0005,1,29.1375,2
1085925,0.0594,4.48,2563.0,0.219,1.8483,0.4376,0.288,71.04,190.31,1.0002,223.1806,1.0005,3,69.3509,2
1085989,0.0643,4.36,2612.0,0.2209,1.4383,0.3646,0.6082,156.62,399.59,1.0012,409.8257,1.0001,1,59.555,2
1085994,0.0825,3.68,2491.0,0.2539,1.4458,0.1903,0.199,135.6265,334.188,1.0003,344.6275,1.0005,1,52.7112,2
1086173,0.0842,4.0,2410.0,0.29,1.6169,0.3234,0.32,94.18,254.29,1.0007,210.9058,1.0005,1,32.5245,2
1086426,0.0434,5.16,2447.0,0.1706,0.8799,0.2055,0.3114,148.7,540.0,1.0005,592.5466,1.0005,2,44.3523,2
1086665,0.045,4.5,2544.0,0.275,0.9023,0.3204,0.218,114.35,387.62,1.0011,391.745,1.0005,1,66.1113,2
1086879,0.1228,4.46,2404.0,0.1677,1.1,0.2086,0.1495,3733.25,10975.31,1.0002,8246.3472,1.0005,2,22.8994,2
1086964,0.0622,4.16,2358.0,0.88,2.4756,0.3098,0.3486,133.37,365.23,1.0012,335.9978,1.0002,1,51.0622,2
1087173,0.0716,4.34,2686.0,0.271,1.2132,0.2269,0.2622,214.3,602.41,1.0012,693.0484,1.0005,2,36.9734,2
1087198,0.1103,3.9,2404.0,0.197,1.5104,0.2691,0.2047,2009.85,5426.63,1.0002,3687.6947,1.0005,2,19.6992,1
1087325,0.0778,4.18,2581.0,0.334,1.5107,0.2769,0.227,332.31,897.25,1.0008,939.1022,1.0005,2,31.2858,2
1087333,0.064,4.71,4648.0,0.154,0.9713,0.2807,0.228,63.75,200.81,1.0004,225.271,1.0005,1,66.6598,2
1087460,0.1046,4.34,2761.0,0.198,1.3628,0.1794,0.263,100.522,271.41,1.0009,307.8764,1.0005,1,43.7379,2
1087675,0.0456,4.18,2570.0,0.175,1.0963,0.3591,0.4951,154.33,388.496,1.0007,480.2564,1.0005,1,39.3936,2
1087998,0.1164,4.14,2404.0,0.1405,1.3211,0.2034,0.1426,1678.54,4532.02,1.0002,3305.2536,1.0005,1,27.6884,1
1088138,0.0806,4.18,2517.0,0.125,1.0474,0.2979,0.269,127.88,367.19,1.0012,301.0794,1.0005,2,51.5726,2
1088271,0.0942,4.31,2592.0,0.1877,1.2793,0.1704,0.1377,901.4,2433.5,1.0001,2135.6758,1.0005,2,41.4132,2
1088520,0.1069,4.17,2404.0,0.1453,1.1364,0.2154,0.1906,750.35,2020.15,1.0005,1926.0231,1.0005,1,26.6697,2
1088946,0.059,5.13,2410.0,0.167,1.2462,0.3528,0.204,92.0,262.0,1.0007,374.441,1.0004,2,46.694,2
1088958,0.0581,3.73,2484.0,0.1925,2.1225,0.2294,0.3778,294.98,785.7999,1.0008,767.4119000000001,1.0005,1,30.9193,2
1089361,0.1538,4.54,2404.0,0.2456,1.25,0.1322,0.206,78.31,209.6,1.0002,136.39620000000002,1.0005,1,33.9987,2
1089513,0.0555,4.37,2423.0,0.209,1.24,0.2,0.206,119.74,347.42,1.0008,323.8395,1.0005,1,26.7716,2
1089804,0.1707,4.09,2404.0,0.27,1.4371,0.2863,0.488,839.21,2265.87,1.0005,1237.7193000000002,1.0005,2,28.7633,2
1089824,0.1044,4.23,2557.0,0.259,1.4032,0.24,0.2229,1089.96,2942.9,1.0002,2270.9656,1.0005,1,27.4673,1
1089830,0.0833,4.26,2495.0,0.222,2.1705,0.1855,0.34,265.84,717.77,1.0007,476.3097,1.0005,1,41.9001,2
1089866,0.1001,4.31,2450.0,0.275,1.4637,0.272,0.2137,798.86,2043.66,1.0005,1778.8948999999998,1.0005,2,58.3943,2
1090044,0.0533,4.41,2389.0,0.304,1.6606,0.41,0.4598,96.19,263.53,1.0007,303.1367,1.0005,1,47.3087,2
1090268,0.0962,3.89,2404.0,0.77,1.7833,0.2,0.36,104.16,281.23,1.0002,225.5438,1.0005,1,33.5808,2
1090300,0.0752,5.08,2505.0,0.169,1.2312,0.1721,0.192,82.43,222.549,1.0012,252.2128,1.0005,2,24.3768,2
1090443,0.0655,4.17,2439.0,0.2081,1.0649,0.2325,0.1746,395.8,1125.6,1.0012,1250.8825000000002,1.0005,1,34.5368,1
1090544,0.1052,4.04,2404.0,0.3563,1.7517,0.2653,0.19,998.36,2696.0,1.0002,2284.7148,1.0005,3,50.9429,2
1090991,0.1445,4.4,2507.0,0.252,1.3207,0.1901,0.152,97.343,297.812,1.0009,220.7535,1.0005,1,24.652,2
1090996,0.0422,4.17,2862.0,0.2422,1.2788,0.2322,0.2044,116.58,309.84,1.0008,427.1658000000001,1.0005,1,31.9268,2
1091274,0.0709,4.3,2383.0,0.1972,1.4363,0.2202,0.2425,328.47,886.88,1.0012,936.8191,1.0005,1,36.1553,2
1091327,0.1028,3.2,2581.0,0.2,1.0,0.2,0.375,185.5,500.85,1.0008,410.5972,1.0005,3,17.5025,1
1091436,0.0954,4.87,2617.0,0.234,1.4393,0.2146,0.2345,68.02,183.65,1.0002,194.0046,1.0005,2,50.394,2
1091592,0.0588,4.49,2404.0,0.279,1.5138,0.319,0.274,73.626,220.878,1.0002,309.7262,1.0001,1,73.0027,2
1091690,0.0917,3.97,2627.0,0.3114,1.4333,0.3874,0.1889,292.16,815.13,1.0003,729.7613,1.0005,1,41.9734,2
1091718,0.079,4.86,2652.0,0.298,1.3813,0.2448,0.2621,487.81,1331.5,1.0009,883.3910000000001,1.0001,1,38.3675,2
1092180,0.0945,3.94,2389.0,0.217,1.4868,0.2114,0.137,88.39,238.65,1.0006,213.6075,1.0005,1,80.5037,2
1092257,0.0847,4.04,2557.0,0.2146,1.5142,0.2393,0.2393,1331.23,3589.05,1.0002,3409.8653,1.0005,3,33.3649,2
1092307,0.0778,3.99,2549.0,0.2477,1.485,0.3047,0.241,324.92,851.35,1.0002,748.6782,1.0005,2,41.9659,2
1092399,0.065,3.68,2440.0,0.2585,1.5398,0.2282,0.2428,199.97,496.3,1.0012,531.2349999999999,1.0005,2,35.1703,2
1092460,0.0666,4.95,2423.0,0.276,1.3244,0.1939,0.24,169.32,547.33,1.0008,734.6534,1.0005,1,42.7098,2
1092671,0.0911,4.61,2524.0,0.2186,1.3519,0.2742,0.334,141.0,418.0,1.0003,513.1189,1.0002,1,46.3709,2
1092804,0.0732,4.25,2623.0,0.2016,1.2705,0.2091,0.265,338.98,860.64,1.0011,902.7568,1.0005,1,35.5269,2
1092805,0.0837,4.54,2938.0,0.2141,1.4465,0.369,0.5797,81.03,224.6,1.0009,237.9663,1.0005,1,71.2831,2
1092849,0.0449,4.76,2410.0,0.157,0.8668,0.3562,0.2455,150.34,418.86,1.0007,524.8641,1.0002,1,61.362,2
1092864,0.0596,3.95,2537.0,0.1737,1.3998,0.2103,0.2863,349.35,911.2,1.0007,1115.8103999999998,1.0005,1,38.9964,2
1092912,0.062,4.59,2428.0,0.3087,1.143,0.2542,0.2655,198.44,585.35,1.0012,663.513,1.0005,1,46.0522,2
1093102,0.1015,4.55,2237.0,0.223,1.6408,0.2525,0.156,67.909,183.372,1.0012,178.30550000000002,1.0005,1,25.8681,2
1093118,0.091,4.22,2532.0,0.2271,1.4,0.2307,0.3085,560.05,1508.11,1.0002,1455.835,1.0005,1,30.4936,2
1093250,0.0742,3.83,2491.0,0.2539,1.4262,0.19,0.2277,132.4225,325.699,1.0003,351.81879999999995,1.0005,1,54.913,2
1093267,0.1067,3.7,2237.0,0.183,1.5739,0.175,0.238,119.37,288.05,1.0012,248.3929,1.0005,1,31.3759,2
1093404,0.0883,4.21,2551.0,0.241,1.3844,0.1514,0.25,81.0,218.7,1.0012,228.3217,1.0005,2,33.807,2
1093474,0.2196,3.53,2656.0,0.2075,1.5265,0.274,0.428,182.08,509.82,1.0002,437.2904,1.0005,2,32.2498,2
1093496,0.0717,4.24,2564.0,0.2411,1.2516,0.204,0.1857,794.33,2233.09,1.0012,2117.3523,1.0005,1,23.9547,2
1093563,0.0626,4.27,2536.0,0.222,1.4612,0.2379,0.239,138.26,377.72,1.0002,334.86740000000003,1.0005,2,33.9371,2
1093619,0.0961,5.4,2428.0,0.138,0.8857,0.1961,0.2071,292.001,958.726,1.0012,989.8599,1.0005,1,45.1436,2
1094214,0.0674,4.17,2404.0,0.204,1.4923,0.2981,0.4144,107.22,301.28,1.0012,275.8986,1.0005,2,33.4835,2
1094335,0.0959,3.95,2470.0,0.2397,1.3814,0.2556,0.158,508.28,1410.29,1.0005,1066.6741,1.0003,1,44.9381,2
1094414,0.0713,3.7,2403.0,0.247,1.1848,0.212,0.2227,103.45,279.31,1.0012,271.3287,1.0005,1,28.9211,2
1094657,0.0363,4.17,2404.0,0.154,1.6304,0.2858,0.315,149.55,387.44,1.0006,508.7837,1.0005,1,54.4239,2
1094915,0.0755,3.9,2428.0,0.2952,2.2662,0.3632,0.325,238.05,684.46,1.001,683.8145,1.0005,1,80.417,2
1095462,0.0807,3.85,2404.0,0.2096,1.1092,0.2558,0.5739,2495.25,6763.567,1.0002,5845.2143,1.0005,2,33.3973,2
1095502,0.054,4.14,2446.0,0.173,1.329,0.1918,0.1925,103.75,358.32,1.0007,319.04470000000003,1.0005,1,25.9742,2
1095775,0.1099,4.82,2404.0,0.152,1.3454,0.2068,0.124,81.0,234.6,1.0002,185.1131,1.0005,2,25.674,2
1095822,0.0847,4.05,2454.0,0.221,1.525,0.2347,0.2009,117.4,331.05,1.0009,248.9653,1.0005,1,50.3455,2
1096748,0.0768,3.78,2537.0,0.1517,1.4204,0.2134,0.2446,237.8,646.3,1.0007,851.5151999999999,1.0005,2,34.2855,2
1096800,0.1186,3.81,2549.0,0.2274,1.4062,0.1966,0.23,628.57,1697.15,1.0002,1333.3914,1.0005,2,31.7679,2
1096931,0.0621,4.32,2565.0,0.209,1.3755,0.194,0.298,60.4,163.08,1.0003,213.9779,1.0005,1,40.1712,2
1097003,0.0984,4.66,2718.0,0.2118,1.173,0.2313,0.299,557.72,1719.76,1.0003,1166.4915999999998,1.0005,2,35.7758,2
1097015,0.1527,4.09,2592.0,0.194,1.836,0.2042,0.164,79.68,215.14,1.0001,126.9073,1.0005,2,21.0604,2
1097064,0.0967,4.82,2559.0,0.2467,1.4005,0.2266,0.2255,257.25,795.89,1.0012,966.6233,1.0005,1,31.8112,1
1097114,0.056,3.62,2664.0,0.228,0.9425,0.2579,0.338,96.92,236.98,1.0003,181.654,1.0005,1,20.0447,2
1097181,0.099,3.75,2515.0,0.279,1.557,0.2029,0.2323,107.6,283.78,1.0012,195.251,1.0005,2,29.3699,2
1097348,0.0624,4.2,2559.0,0.26,1.2672,0.2165,0.2123,89.33,238.39,1.0012,288.8476,1.0005,1,50.071,2
1097356,0.0838,3.5,2514.0,0.29,1.7725,0.2176,0.2539,121.06,291.83,1.0003,212.8862,1.0005,1,36.6373,2
1097453,0.075,4.25,2416.0,0.19,1.4,0.1872,0.366,97.78,295.07,1.0002,263.755,1.0005,2,25.8222,2
1097457,0.118,3.68,2450.0,0.2385,1.346,0.236,0.2097,2063.97,5622.35,1.0005,4606.8092,1.0005,1,37.6657,2
1097476,0.0882,3.98,2499.0,0.204,1.4118,0.3658,0.271,190.7,505.2,1.0012,463.5018,1.0005,1,30.6926,2
1097646,0.0487,3.76,2383.0,0.2591,1.6522,0.3587,0.4047,244.81,632.19,1.0012,688.4013,1.0005,1,42.6609,2
1098151,0.1622,3.95,2719.0,0.1397,1.1693,0.2,0.178,680.1,1835.8,1.0003,1715.2518,1.0005,1,21.0472,2
1098418,0.1259,3.77,2557.0,0.185,1.4818,0.285,0.562,178.0,438.61,1.0002,277.0841,1.0005,1,26.1932,2
1098708,0.0695,4.12,2530.0,0.1704,1.446,0.3072,0.6754,176.79,479.527,1.0005,469.6245,1.0005,1,46.3562,2
1098740,0.0659,4.6,2455.0,0.2424,1.3875,0.2849,0.2253,876.06,2531.9,1.0007,2978.0941,1.0005,1,69.2119,2
1098883,0.0611,4.34,2505.0,0.2792,1.1475,0.2129,0.2661,178.07,552.24,1.0002,553.4689,1.0005,1,61.7203,2
1098892,0.0107,4.31,2404.0,0.108,4.5556,0.1656,0.256,100.459,300.308,1.0002,254.4598,1.0005,3,29.5299,1
1098914,0.0588,3.99,2449.0,0.245,1.5928,0.1877,0.197,332.4943,878.51,1.0005,840.336,1.0005,1,26.7004,1
1099003,0.1249,4.33,2404.0,0.205,1.074,0.2269,0.1413,1097.66,2963.69,1.0002,1674.7051,1.0005,1,22.4183,2
1099040,0.0968,3.88,2482.0,0.2478,0.8444,0.2166,0.199,523.81,1466.7,1.0005,1113.6232,1.0005,1,18.511,2
1099308,0.1026,3.61,2506.0,0.128,1.422,0.13,0.231,147.75,357.549,1.0006,315.8874,1.0005,1,16.8361,1
1099849,0.0314,3.62,2365.0,0.64,1.4658,0.59,0.73,265.12,737.43,1.0012,1105.4086,1.0005,2,125.6822,1
1099918,0.0224,3.58,2482.0,0.219,1.7521,0.2472,0.2597,209.199,470.497,1.0005,450.8336,1.0005,2,42.7005,2
1099938,0.0714,3.58,2499.0,0.1851,1.3394,0.2064,0.1922,1531.0,3837.9,1.0012,4037.6586,1.0005,1,35.3042,2
1100095,0.0518,4.27,2564.0,0.2286,1.3259,0.21,0.1864,274.51,804.43,1.0012,720.9282000000001,1.0005,1,39.4218,2
1100120,0.0502,4.18,2399.0,0.2259,1.5,0.2071,0.216,106.87,288.55,1.0007,307.8998,1.0005,3,48.2367,2
1100172,0.1332,3.67,2515.0,0.2208,1.599,0.2382,0.228,128.41,304.41,1.0012,197.9898,1.0005,2,30.1632,2
1100313,0.0992,3.9,2877.0,0.2904,1.3222,0.2567,0.1904,826.91,2207.68,1.0009,1509.8208,1.0005,1,22.2568,2
1100338,0.0917,3.81,2652.0,0.8518,1.1,0.4086,0.9518,375.904,989.614,1.0009,953.1453,1.0005,1,85.6618,2
1100513,0.0756,3.65,2355.0,0.1974,1.4176,0.2405,0.35,118.369,319.353,1.0007,318.3364,1.0005,2,41.9805,2
1100910,0.0508,4.09,2533.0,1.0113,1.4757,0.2441,0.1681,120.07,300.19,1.0008,433.7992,1.0005,1,66.1115,2
1100986,0.0493,5.62,2547.0,0.135,0.9972,0.1365,0.136,245.0,661.5,1.0003,1104.7807,1.0005,1,35.7418,1
1101035,0.1304,4.55,2355.0,0.2357,1.6929,0.2076,0.259,230.44,653.3,1.0007,790.1496,1.0002,1,29.1897,2
1101371,0.1198,3.87,2404.0,0.179,1.551,0.2382,0.1691,2150.79,5793.92,1.0002,3851.2902,1.0005,2,24.4781,2
1101374,0.0447,4.01,2388.0,0.1991,1.5497,0.2577,0.283,90.17,244.73,1.001,389.3653000000001,1.0005,2,76.1691,2
1101631,0.0869,5.33,2471.0,0.2355,1.6142,0.2531,0.2367,187.81,496.94,1.0008,832.4181,1.0005,1,47.9217,2
1101688,0.0803,4.59,2692.0,0.145,0.9999,0.2344,0.3382,105.09,342.58,1.0009,337.4697,1.0005,1,66.7755,2
1101765,0.5124,3.45,2446.0,0.1647,0.4498,0.19,0.285,424.16,1103.28,1.0009,658.5576000000001,1.0005,1,27.0311,2
1102013,0.0371,4.03,2547.0,0.165,1.51,0.164,0.187,64.91,166.866,1.0007,221.8479,1.0,2,31.6796,2
1102319,0.0785,3.22,2679.0,0.268,1.5445,0.2296,0.2923,129.69,323.64,1.0003,290.9059,1.0005,1,20.5063,2
1102380,0.0401,4.76,2388.0,0.155,1.3257,0.1719,0.2198,100.435,324.646,1.001,404.4889,1.0005,1,84.2628,2
1102594,0.1773,3.86,2623.0,0.232,1.5028,0.3049,0.284,116.71,315.117,1.0011,126.5927,1.0005,2,21.4609,2
1102795,0.1356,4.01,2355.0,0.2137,1.7911,0.2476,0.168,326.86,872.58,1.0007,866.5444,1.0005,1,56.0146,2
1102895,0.0262,5.55,2619.0,0.1498,0.95,0.1534,0.164,60.195,180.625,1.0011,354.2888,1.0005,1,44.2346,2
1102900,0.0908,3.78,2404.0,0.2071,1.5297,0.2102,0.2225,667.13,1695.17,1.0005,1456.2692,1.0005,1,30.4,2
1102960,0.0928,4.34,2404.0,0.1151,1.1885,0.2169,0.149,572.38,1530.73,1.0002,1484.4272,1.0005,2,35.3216,2
1103082,0.1057,4.24,2543.0,0.328,1.1902,0.2787,0.472,92.41,242.19,1.0012,256.2443,1.0005,1,47.3476,2
1103154,0.0481,4.82,2608.0,0.1793,1.0471,0.1815,0.2107,150.65,477.0,1.0005,428.9319,1.0005,1,38.3964,2
1103372,0.1478,3.72,2404.0,0.509,1.5604,0.3676,0.475,79.98,203.914,1.0002,320.8932,1.0005,1,54.9119,2
1103518,0.0837,3.96,2428.0,0.201,1.2003,0.2054,0.2645,111.43,291.19,1.0012,286.1363,1.0005,2,40.2958,2
1103657,0.0918,6.45,2389.0,0.173,1.1,0.115,0.289,114.57,538.72,1.0006,400.9382,1.0005,1,25.1922,2
1103746,0.0867,4.0,3042.0,0.235,1.6655,0.2818,0.218,509.63,1379.1,1.0004,1060.5933,1.0005,1,31.2898,2
1103877,0.0613,3.96,2455.0,0.854,1.2675,0.233,0.255,100.579,271.562,1.0007,301.2587,1.0003,1,42.1964,2
1104231,0.1122,4.01,2455.0,0.1918,1.4123,0.259,0.2089,151.51,409.08,1.0007,533.4878,1.0005,1,35.6596,2
1104245,0.064,4.28,2649.0,0.2357,1.3162,0.3221,0.2908,142.31,387.22,1.0003,358.8475,1.0005,2,43.9713,2
1104342,0.0553,4.56,2712.0,0.2031,1.3,0.18,0.2,142.0,440.0,1.0009,494.2847,1.0005,1,40.8747,2
1104421,0.0948,4.03,2383.0,0.153,0.9761,0.1893,0.228,150.43,423.03,1.0012,514.8212000000001,1.0005,1,26.7512,1
1104483,0.0842,4.12,2389.0,0.2757,1.5541,0.302,0.345,100.4,321.5,1.0006,168.7558,1.0005,1,34.8271,2
1105058,0.0554,2.98,2597.0,0.3,1.3411,0.2487,0.375,128.7,244.67,1.0007,222.2162,1.0005,1,32.0889,2
1105132,0.1969,3.88,2652.0,0.29,1.7,0.2907,0.323,648.07,1749.8,1.0009,1262.2231000000002,1.0005,2,39.3141,2
1105357,0.1135,3.68,2404.0,0.2533,1.4291,0.3113,0.301,3672.66,9346.88,1.0005,6093.4455,1.0005,2,43.6408,2
1105601,0.0726,4.19,2557.0,0.242,1.1494,0.2608,0.1831,238.327,642.904,1.0006,704.5074000000001,1.0005,1,44.5853,2
1105928,0.0993,3.92,2557.0,0.124,0.892,0.1498,0.354,194.605,525.433,1.0002,550.3107,1.0005,2,29.9176,2
1105929,0.0752,4.03,2396.0,0.2338,1.35,0.2403,0.2781,127.02,360.97,1.0012,237.8648,1.0005,2,19.8972,2
1106011,0.0637,4.48,2459.0,0.184,1.0167,0.2111,0.2085,235.27,683.46,1.0004,692.9783,1.0005,2,32.1839,2
1106108,0.1424,3.63,2404.0,0.2532,1.3865,0.2753,0.2695,3515.52,9353.15,1.0002,5773.8126,1.0005,1,19.662,2
1106194,0.0634,3.61,2536.0,0.212,1.3968,0.24,0.2184,151.68,151.68,1.0002,318.6566,1.0005,1,25.6005,2
1106228,0.1607,3.62,2404.0,0.509,1.5389,0.3882,0.475,70.31,178.774,1.0002,259.3963,1.0005,1,35.196,2
1106661,0.1639,4.15,2404.0,0.1678,1.2648,0.1623,0.2034,2051.68,5613.91,1.0002,3969.1371,1.0005,1,27.8773,1
1106794,0.073,3.79,2404.0,0.178,1.4485,0.2127,0.414,97.16,269.549,1.0002,229.686,1.0005,1,46.3149,2
1106873,0.1479,3.72,2404.0,0.509,1.5604,0.3677,0.475,79.98,203.915,1.0002,320.6991,1.0005,1,54.8971,2
1107037,0.0867,4.34,2484.0,0.196,1.2953,0.1943,0.2001,99.6,268.92,1.0008,270.0743,1.0005,2,42.6336,2
1107102,0.0513,4.32,2404.0,0.1454,1.494,0.176,0.2119,600.23,1635.8,1.0002,1655.2087,1.0005,1,25.0648,2
1107167,0.0758,4.5,2709.0,0.181,1.1342,0.2376,0.1961,135.2,388.3,1.0003,384.9142,1.0005,1,31.3797,2
1107388,0.0985,4.03,2652.0,0.1843,1.3653,0.2369,0.2738,573.66,1608.4,1.0009,1317.3115,1.0005,2,32.3878,2
1107455,0.0987,4.44,3091.0,0.4438,1.4346,0.2783,0.1665,187.6,490.27,1.0004,627.4423,1.0005,1,64.5968,1
1107465,0.093,4.64,2505.0,0.398,1.2733,0.1819,0.171,68.71,188.95,1.0002,242.087,1.0005,1,42.0885,2
1107691,0.1089,3.19,2229.0,0.177,1.759,0.2663,0.58,234.71,510.77,1.0007,430.0161,1.0005,1,14.1521,2
1107792,0.1312,4.06,2237.0,0.2873,1.7316,0.3036,0.282,152.99,412.67,1.0012,293.4588,1.0002,1,22.7042,2
1107904,0.1167,3.65,2450.0,0.2029,1.2814,0.2845,0.365,935.32,2433.9,1.0005,1617.3433,1.0005,2,43.178,2
1107906,0.0589,3.78,2501.0,0.1255,1.0193,0.2863,0.607,259.59,693.72,1.0007,547.9251,1.0005,1,34.6641,2
1108169,0.0877,4.89,2410.0,0.1918,1.9804,0.2123,0.2057,116.62,357.71,1.0007,525.3623,1.0003,2,42.4475,2
1108225,0.046,4.13,2469.0,0.135,1.038,0.4779,0.3552,150.19,403.1,1.0005,605.774,1.0005,1,67.1037,2
1108334,0.0551,4.5,2410.0,0.1538,1.407,0.2217,0.1766,92.46,249.65,1.0007,289.8949,1.0005,2,39.8618,2
1108394,0.0548,3.95,2664.0,0.164,0.988,0.1825,0.209,123.5,333.45,1.0011,485.9852,1.0005,1,34.9584,1
1108517,0.1167,4.19,2432.0,0.273,1.2724,0.2515,0.25,731.7,1975.59,1.0012,1125.2733,1.0005,1,28.4425,2
1108639,0.0736,3.81,2450.0,0.262,1.3279,0.253,0.275,104.53,288.8,1.0008,275.1854,1.0005,1,37.8442,2
1109132,0.1664,4.49,2229.0,0.273,1.4266,0.2201,0.2538,804.983,2434.544,1.0007,2093.1026,1.0005,1,44.4958,2
1109953,0.0675,4.94,2383.0,0.1777,1.3879,0.218,0.208,140.0,456.5,1.0012,559.5325,1.0005,2,50.1869,2
1109970,0.0696,4.97,2451.0,0.1607,1.6294,0.2535,0.147,79.52,262.417,1.0002,266.4814,1.0005,2,55.3296,2
1109988,0.0676,4.33,2432.0,0.3061,1.3615,0.2602,0.202,108.2,292.13,1.0008,447.7724,1.0005,1,58.2418,2
1110043,0.083,5.52,2383.0,0.3655,1.4617,0.4049,0.2722,875.0,3048.91,1.0012,2137.302,1.0,3,39.1309,2
1110155,0.0907,4.15,2623.0,0.341,1.6466,0.3202,0.2619,1208.87,3307.16,1.0007,2478.5223,1.0005,2,51.642,2
1110530,0.0849,3.74,2404.0,0.18,1.0,0.18,0.18,134.05,367.29,1.0005,345.7551,1.0005,1,10.8445,1
1110595,0.0574,4.02,2581.0,0.111,1.7567,0.199,0.151,79.895,207.36,1.0008,255.9476,1.0005,1,24.6107,2
1111276,0.1323,4.02,2404.0,0.309,1.516,0.3543,0.2997,4422.62,11941.1,1.0002,6661.4307,1.0005,2,30.335,2
1111499,0.1241,4.45,3042.0,0.1554,1.4507,0.2252,0.217,180.7,487.89,1.0004,576.8229,1.0005,1,18.9683,1
1112044,0.1238,3.72,2514.0,0.207,1.564,0.313,0.3035,1159.256,2930.04,1.0002,2054.0972,1.0005,2,29.6975,2
1112377,0.0538,4.35,2448.0,0.211,1.3699,0.1819,0.194,164.71,473.34,1.0002,553.4961999999999,1.0005,1,38.6279,2
1112887,0.0534,3.34,2596.0,0.205,1.3406,0.3104,0.3138,314.75,706.51,1.0003,701.4166,1.0002,2,35.1183,1
1112906,0.0652,4.39,2383.0,0.2136,0.9176,0.2377,0.2511,252.63,768.92,1.0012,784.3448,1.0005,1,35.4132,2
1113038,0.0711,4.24,2499.0,0.265,1.1346,0.1664,0.3449,116.71,322.78,1.0002,357.9239,1.0005,2,53.5607,2
1113778,0.0631,4.65,2524.0,0.1998,0.907,0.1944,0.2571,107.09,358.94,1.0005,496.989,1.0005,1,48.5903,2
1113793,0.0522,3.64,2389.0,0.212,1.4036,0.2451,0.353,89.4,245.85,1.0006,227.4978,1.0005,1,33.5243,2
1113902,0.0715,3.71,2271.0,0.2488,1.6296,0.636,0.259,309.83,797.95,1.0008,845.3065,1.0003,1,53.556,2
1114083,0.0672,4.03,2521.0,0.242,1.2851,0.195,1.25,115.93,272.37,1.0007,295.4628,1.0003,1,43.1541,2
1114089,0.0412,4.23,2410.0,0.211,1.4156,0.2289,0.3013,504.177,1543.204,1.0007,2052.8258,1.0005,2,53.2862,2
1114240,0.0744,3.97,2389.0,0.295,1.6957,0.2045,0.1938,120.957,326.3,1.0006,323.3966,1.0005,1,48.6568,2
1114257,0.0801,4.05,2265.0,0.189,1.3461,0.2518,0.315,473.77,1270.48,1.0007,1249.6099000000002,1.0005,3,34.5224,2
1114473,0.1184,4.21,2854.0,0.1825,1.0598,0.2767,0.1723,505.51,1375.72,1.0009,1276.7616,1.0005,2,33.6194,1
1114601,0.0879,4.57,2376.0,0.2205,1.7239,0.205,0.297,78.46,246.2,1.0012,174.2221,1.0005,1,24.4842,2
1114699,0.0788,4.08,2389.0,0.1422,1.3665,0.1496,0.22,214.35,578.75,1.0007,555.7212,1.0005,1,28.5913,1
1114946,0.0637,4.26,2903.0,0.223,1.218,0.3373,0.285,197.0,558.0,1.0011,624.4363,1.0005,1,64.6396,2
1115170,0.0937,3.99,2418.0,0.2938,1.089,0.2415,0.302,118.2,316.3,1.0009,271.0003,1.0005,2,40.7921,2
1115239,0.065,4.35,2427.0,0.2886,1.6911,0.2516,0.2485,711.9,1823.25,1.0003,2049.305,1.0005,1,40.4422,2
1115567,0.1416,3.92,2404.0,0.289,1.3933,0.375,0.3999,926.85,2489.55,1.0002,1581.1184,1.0005,1,27.3507,2
1115645,0.1195,4.35,2876.0,0.178,1.4381,0.1781,0.193,380.1,1026.0,1.0009,1089.1815,1.0005,1,35.2863,2
1115745,0.0801,3.79,2521.0,0.2816,1.3516,0.3126,0.3576,133.5,380.94,1.0009,386.8299,1.0005,1,60.0335,2
1116363,0.1779,3.91,2404.0,0.2393,2.0342,0.2716,0.274,3193.9,8623.5,1.0002,6648.5621,1.0005,1,37.5859,2
1116783,0.1464,3.91,2623.0,0.232,1.5096,0.3015,0.284,102.45,276.615,1.0011,109.7436,1.0005,2,20.5397,2
1116856,0.0795,4.07,2484.0,0.1681,1.2286,0.2101,0.2086,281.9,763.25,1.0008,717.8705,1.0005,1,23.436,2
1117033,0.0889,4.67,2470.0,0.2426,1.6115,0.2325,0.1969,237.6,690.94,1.0005,754.6261000000001,1.0002,1,44.845,2
1117046,0.1314,4.52,2355.0,0.23,1.5039,0.2917,0.315,201.0,549.0,1.0007,689.2006,1.0005,2,47.3137,2
