,SUPERFICIE_VETRATA_OPACA,ALTEZZA_EDIFICIO,DEGREE_DAYS,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_SERRAMENTO,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_BASAMENTO,SUPERFICIE_NETTA,VOLUME_NETTO,NEW_CODE_PROVINCIA,SUPERFICIE_OPACA,ANNO_CODE,NUMERO_GENERATORI,ETH,CLASSE_ENERGETICA
443406,0.0553,4.36,2399.0,0.207,0.9077,0.2428,0.2326,227.5,695.8,1.0007,667.0457,1.0005,1,58.3015,1
444006,0.0698,4.26,2730.0,0.1911,1.2437,0.1574,0.287,121.21,323.61,1.0003,434.8102,1.0005,1,35.274,2
444168,0.0559,4.23,2521.0,0.1685,1.3755,0.2635,0.1975,132.94,348.88,1.0008,415.3941,1.0005,5,32.5562,2
444290,0.0486,3.98,2432.0,0.198,1.2391,0.181,0.233,157.5,469.26,1.0008,445.4114,1.0005,1,27.5286,2
444802,0.0511,4.36,2399.0,0.2444,1.5387,0.4225,0.2452,144.31,415.01,1.0007,489.4589,1.0005,1,66.7634,2
444812,0.0453,5.47,2383.0,0.208,1.3107,0.2395,0.2888,160.12,527.49,1.0012,563.6443,1.0005,2,45.5892,2
444984,0.0678,4.32,2410.0,0.2482,1.248,0.2652,0.4253,159.07,491.17,1.0007,509.2822000000001,1.0005,1,35.3089,2
445097,0.0583,4.18,2664.0,0.229,1.4246,0.156,0.17,85.9,228.92,1.0003,260.29170000000005,1.0005,1,34.5917,2
445351,0.1727,3.58,2404.0,0.37,1.8975,0.28,0.29,948.0,2519.0,1.0002,963.4473,1.0005,3,29.6687,2
445602,0.0678,4.12,2601.0,0.243,1.1377,0.2306,0.24,154.756,417.842,1.0011,368.3302000000001,1.0005,2,34.2305,2
445862,0.12,4.06,2375.0,0.239,1.3572,0.232,0.3955,79.07,213.48,1.0012,189.115,1.0005,1,31.343,2
445911,0.1229,3.73,2404.0,0.224,1.6011,0.2435,0.2817,2102.95,5555.93,1.0002,2783.3771,1.0005,1,20.672,2
446039,0.0814,3.62,2690.0,0.27,1.0221,0.2586,0.285,102.56,254.3,1.0011,222.2986,1.0005,1,63.4602,2
446064,0.0873,3.99,2423.0,0.3577,1.6384,0.2607,0.3368,718.6,1940.22,1.0008,1766.3027000000002,1.0005,1,36.2517,2
446074,0.1023,2.99,2402.0,0.27,1.745,0.2621,0.197,120.1,311.2,1.0008,272.5977,1.0005,1,28.9264,2
446245,0.0928,4.05,2383.0,0.2272,1.3982,0.23,0.298,210.9,622.8,1.0012,583.4272,1.0005,2,21.2306,2
446299,0.1638,4.34,2718.0,0.245,0.9663,0.2072,0.254,130.5,352.25,1.0003,373.2562,1.0005,1,46.8628,2
446476,0.0543,4.44,2628.0,0.2758,1.2446,0.3051,0.2758,149.58,412.48,1.0011,535.3257,1.0005,1,43.9107,2
446527,0.0818,4.01,2396.0,0.232,1.6586,0.2693,0.246,73.07,206.47,1.0012,144.2682,1.0005,2,26.9585,2
446558,0.0727,4.23,2557.0,0.235,1.2312,0.2531,0.2011,79.69,215.16,1.0005,208.3993,1.0005,1,43.8652,2
446695,0.0664,4.91,2455.0,0.199,1.43,0.2485,0.278,126.99,348.28,1.0007,269.60560000000004,1.0003,2,16.7931,2
446713,0.0437,4.2,2441.0,0.225,1.2705,0.3376,0.2408,119.55,309.67,1.0002,386.4863,1.0005,2,57.9673,2
446731,0.0952,3.63,2586.0,0.338,1.426,0.2491,0.2987,127.04,309.4,1.0002,211.6648,1.0005,1,25.5123,2
446786,0.1314,3.98,2368.0,0.165,1.244,0.2374,0.1724,66.06,166.88,1.0003,136.28859999999997,1.0005,1,9.9897,2
446918,0.092,4.16,2427.0,0.239,1.9186,0.2057,0.247,143.05,387.25,1.0004,447.908,1.0005,1,26.4061,2
447587,0.0655,4.32,2565.0,0.209,1.3755,0.194,0.298,60.4,163.08,1.0003,203.3945,1.0005,1,40.5485,2
448533,0.0892,4.13,2854.0,0.225,1.2307,0.2187,0.255,158.28,415.25,1.0009,485.5338,1.0005,2,59.006,2
448534,0.0937,4.27,2432.0,0.3476,1.2885,0.3297,0.2496,105.12,287.73,1.0008,335.1463,1.0005,1,44.4332,2
448597,0.0845,4.0,2586.0,0.284,1.5552,0.2335,0.243,504.27,1249.9,1.0002,1033.6755,1.0005,1,27.8048,2
448729,0.0779,4.49,2521.0,0.1299,1.1097,0.1924,0.1345,644.28,1731.88,1.0005,1685.6531,1.0005,2,39.7664,2
448989,0.0265,4.48,2435.0,0.2046,1.5587,0.216,0.251,358.73,912.03,1.001,1026.7435,1.0,1,65.3912,2
449071,0.1288,4.25,2536.0,0.249,1.299,0.2849,0.31,1117.04,3533.15,1.0002,2702.2604,1.0005,1,34.3147,2
449175,0.1296,4.0,2404.0,0.2297,1.2064,0.2177,0.204,201.34,563.82,1.0002,500.0904000000001,1.0005,1,41.156,2
449327,0.0845,4.77,2807.0,0.145,0.8466,0.2143,0.1848,154.5,516.78,1.0012,678.5754999999999,1.0005,2,30.6723,2
449362,0.0494,3.95,2410.0,0.336,1.8133,0.4245,0.5768,118.187,319.105,1.0007,362.5606,1.0005,2,56.8642,2
449372,0.0762,3.73,2404.0,0.2398,1.1735,0.2895,0.223,132.45,343.0,1.0005,341.9238,1.0001,1,44.5266,2
449380,0.0523,3.52,2471.0,0.243,1.3,0.2298,0.54,133.94,317.882,1.0002,279.2197,1.0,1,26.6862,2
449577,0.0686,2.77,2410.0,0.2168,1.4007,0.9817,1.531,202.01,376.87,1.0007,314.9654,1.0005,1,65.5488,1
449877,0.2203,5.1,2543.0,0.1776,1.4388,0.2755,0.1725,372.07,1079.786,1.0012,1187.7247,1.0005,3,62.3837,2
450053,0.0814,4.18,2404.0,0.2319,1.5005,0.2731,0.2209,833.837,2251.348,1.0002,2067.8286,1.0005,2,27.0035,2
450188,0.1561,4.17,2446.0,0.24,1.3459,0.3825,0.264,250.358,656.2,1.0003,820.7828999999999,1.0005,1,66.3422,2
450382,0.1008,5.14,2686.0,0.248,1.4367,0.1965,0.2503,168.28,468.45,1.0012,600.0691999999999,1.0002,1,70.3724,2
450448,0.0627,3.87,2450.0,0.174,1.2747,0.3316,0.2009,180.81,481.43,1.0005,554.1873,1.0005,1,52.6633,2
450578,0.0649,4.03,2425.0,0.203,1.3428,0.192,0.207,129.29,314.54,1.0012,274.4431,1.0005,1,23.9698,2
450615,0.0347,4.59,2383.0,0.2075,1.497,0.188,0.169,65.55,204.15,1.0007,295.8353,1.0005,1,29.8012,2
450694,0.1012,3.96,2628.0,0.2392,1.8476,0.1754,0.4253,163.5,480.1,1.0011,420.7588,1.0005,1,49.3513,2
450791,0.0532,4.36,2404.0,0.168,1.2086,0.1809,0.198,70.36,189.97,1.0005,243.7268,1.0005,1,45.1661,2
451131,0.1425,3.96,2880.0,0.2452,1.4419,0.253,0.2098,1073.84,2857.71,1.0009,2024.5775,1.0005,1,22.3274,1
451621,0.0767,3.96,2628.0,0.287,1.565,0.4505,0.5361,134.57,351.52,1.0011,315.7433,1.0005,1,48.6912,2
451734,0.0331,4.36,2334.0,0.292,0.8226,0.3889,0.2353,227.9,605.87,1.001,878.9669,1.0005,2,75.7785,2
451874,0.086,4.3,2441.0,0.237,1.4888,0.18,0.27,92.17,248.86,1.0005,302.164,1.0005,2,49.5956,2
452021,0.0752,3.38,2547.0,0.204,1.4131,0.4221,0.261,136.33,339.7,1.0007,235.4648,1.0003,1,24.9929,2
452100,0.0962,4.0,2682.0,0.304,1.1461,0.2465,0.318,74.74,201.8,1.0003,213.4538,1.0005,2,42.5793,2
452152,0.0634,4.1,2229.0,0.1654,1.4585,0.2795,0.1851,266.65,719.95,1.0007,743.9066,1.0005,2,33.2116,2
452285,0.0647,4.65,2532.0,0.424,1.4005,0.2536,0.2787,73.778,198.049,1.0009,258.6063,1.0005,1,50.7466,2
452358,0.123,4.27,2396.0,0.1813,1.6179,0.2226,0.2147,1408.96,3838.79,1.0012,3630.2,1.0005,2,36.1078,2
452454,0.0582,4.01,2410.0,0.197,1.1313,0.1889,0.2253,389.0,1023.24,1.0007,1072.5118,1.0005,1,29.9344,2
452461,0.0774,4.04,2400.0,0.1869,1.5947,0.7575,0.302,113.31,298.0,1.0007,261.5896,1.0,1,57.1402,2
452557,0.0593,4.35,2854.0,0.184,1.1852,0.2291,0.2478,85.25,240.09,1.0009,303.2207,1.0005,1,43.7137,2
452790,0.056,3.6,2593.0,0.2,1.5465,0.2652,0.2643,129.631,314.167,1.0009,372.444,1.0005,1,58.6836,1
452800,0.0717,3.97,2510.0,0.2189,1.4171,0.176,0.326,375.8,990.6,1.0007,873.4783,1.0005,1,32.7319,2
452889,0.0947,4.28,2404.0,0.2242,1.1648,0.3627,0.3176,140.34,370.07,1.0002,446.9953,1.0005,1,57.303,1
453148,0.0439,4.44,2383.0,0.2108,1.3058,0.2588,0.2061,115.216,333.98,1.0012,407.3111,1.0005,2,29.4977,2
453386,0.1311,4.95,2404.0,0.228,1.6662,0.276,0.2542,645.75,2040.12,1.0002,1902.1989,1.0005,3,50.4159,2
453766,0.0852,4.41,2499.0,0.177,1.3222,0.2113,0.136,120.7,325.89,1.0012,329.6548,1.0005,1,47.7286,2
453802,0.0415,5.13,2623.0,0.2222,1.1483,0.174,0.217,330.54,978.65,1.0007,1379.9585,1.0005,1,65.0895,2
454075,0.1271,4.3,2404.0,0.268,1.4117,0.3144,0.284,743.99,2232.341,1.0002,1612.4049,1.0005,3,27.3119,2
454513,0.0616,4.13,2547.0,0.212,1.4233,0.14,0.232,97.0,282.21,1.0005,382.1784,1.0005,1,43.6844,2
454810,0.0534,3.86,2494.0,0.1997,0.9415,0.199,0.1828,114.0,308.0,1.0007,322.7566,1.0005,1,59.2953,2
455147,0.0913,3.82,2369.0,0.28,1.8928,0.2969,0.275,128.52,340.55,1.0012,241.0387,1.0005,1,38.7898,2
455253,0.0713,3.82,2404.0,0.2117,1.808,0.3144,0.1887,1309.291,3216.3,1.0005,2578.9407,1.0005,1,25.9986,2
455529,0.0543,4.03,2355.0,0.193,2.0618,0.1946,0.235,124.84,290.9,1.0003,300.7657,1.0005,1,24.0603,2
455619,0.1146,3.99,2861.0,0.573,1.3649,0.3301,0.2044,958.55,2593.7,1.0009,2002.8414,1.0005,1,50.4047,2
455745,0.0736,4.41,2355.0,0.201,1.7196,0.3093,0.288,55.62,150.17,1.0007,181.6664,1.0005,1,19.7298,2
455943,0.0729,3.61,2466.0,0.329,1.3636,0.4054,0.422,208.87,504.15,1.0002,465.8042,1.0005,1,46.477,2
456268,0.126,3.94,2389.0,0.168,1.2225,0.2257,0.174,82.62,223.07,1.0006,137.10399999999998,1.0005,1,18.6524,2
456792,0.0486,4.88,2619.0,0.18,0.8,0.1417,0.122,147.53,417.0,1.0011,557.0014,1.0005,1,40.7168,1
457010,0.1027,4.03,2545.0,0.163,1.6651,0.1912,0.186,144.0,403.0,1.0006,422.0473,1.0005,1,38.1723,2
457082,0.0524,3.68,2514.0,0.29,1.7791,0.2367,0.2567,621.9,1583.8,1.0003,1386.0776,1.0005,1,52.6205,2
457221,0.139,3.83,2861.0,0.1352,1.3774,0.1469,0.1367,1263.47,3335.0,1.0009,2845.87,1.0005,1,11.3751,1
457230,0.0684,4.28,2532.0,0.212,1.4,0.2405,0.2974,114.73,311.4,1.0002,335.7716,1.0005,2,35.8986,2
457492,0.044,3.73,2619.0,0.168,1.44,0.202,0.177,211.0,563.0,1.0011,828.086,1.0005,1,55.4781,1
457654,0.0569,4.14,2533.0,0.2041,1.3744,0.202,0.3555,1394.35,3762.9,1.0012,6155.0231,1.0005,2,43.7004,2
457663,0.0833,4.32,2862.0,0.2658,1.2698,0.2912,0.361,98.51,267.43,1.0009,323.2617,1.0005,1,29.4466,2
457721,0.045,3.9,2522.0,0.189,1.8089,0.3141,0.267,99.95,238.92,1.0007,252.865,1.0,1,24.9119,2
457735,0.0435,4.33,2664.0,0.2039,1.0246,0.2517,0.2622,107.6,284.92,1.0003,422.0665,1.0005,1,44.035,2
457957,0.0639,3.99,2533.0,0.2,1.6,0.1334,0.195,94.0,253.8,1.0012,358.3361,1.0005,1,34.892,1
459279,0.0677,3.64,2686.0,0.1898,1.0627,0.172,0.241,178.46,431.43,1.0012,514.5373000000001,1.0005,1,32.5513,2
459587,0.185,3.5,2404.0,0.509,1.5221,0.3723,0.475,72.43,184.687,1.0002,245.455,1.0005,1,52.7947,2
459609,0.0797,4.31,2450.0,0.2817,1.3989,0.3398,0.2563,377.04,978.56,1.0005,1053.3543,1.0005,1,69.0915,2
459707,0.0645,3.59,2404.0,0.184,1.2751,0.1883,0.1962,238.49,530.58,1.0002,594.0055000000001,1.0005,3,29.1403,2
460029,0.1377,4.27,2404.0,0.277,1.7284,0.2582,0.295,2335.5,6416.06,1.0002,5508.0823,1.0005,1,47.5501,2
460391,0.0987,4.35,2404.0,0.18,1.1109,0.3473,0.2931,2516.196,6811.037,1.0005,5595.7473,1.0005,2,28.9431,2
460465,0.0676,3.98,2404.0,0.217,1.2855,0.162,0.2247,181.42,488.78,1.0005,552.3494000000001,1.0005,3,36.8247,2
461290,0.0678,4.27,2410.0,0.142,1.5196,0.2009,0.24,548.877,1594.474,1.0007,1412.9392,1.0005,1,29.5526,2
461663,0.0918,4.16,2404.0,0.165,1.3482,0.205,0.1423,113.84,309.44,1.0005,291.6682,1.0005,1,40.311,1
461745,0.0377,4.24,2416.0,0.1488,1.5369,0.2301,0.139,75.15,178.86,1.0005,266.77230000000003,1.0005,1,35.2081,2
462012,0.0561,3.82,2506.0,0.371,1.3554,0.3433,0.341,331.84,895.0,1.0006,841.5739,1.0001,2,51.4922,2
462084,0.0538,4.13,2530.0,0.174,1.1646,0.2242,0.1315,114.41,284.67,1.0005,310.5707,1.0005,2,63.8366,2
462208,0.1321,3.8,2447.0,0.2212,1.4558,0.2146,0.2421,1053.3,2843.93,1.0005,2180.6679000000004,1.0005,1,26.7662,2
462219,0.1514,4.15,2543.0,0.158,0.9237,0.1916,0.3149,202.04,572.53,1.0012,575.4784000000001,1.0005,1,44.825,1
462543,0.1037,3.97,2352.0,0.2591,1.3354,0.2144,0.276,982.25,2634.03,1.0009,1991.8763,1.0005,1,21.1423,2
462656,0.079,4.35,2503.0,0.172,1.384,0.2098,0.1916,463.09,1267.92,1.0012,1157.399,1.0005,1,35.5046,2
463037,0.1575,3.92,2404.0,0.192,1.484,0.2561,0.194,92.09,241.28,1.0002,261.9555,1.0005,5,28.9562,2
463242,0.0418,4.11,2404.0,0.261,1.428,0.2573,0.2965,73.919,199.581,1.0002,194.4082,1.0005,1,53.3081,2
463340,0.0562,4.43,2457.0,0.228,1.6547,0.2269,0.449,107.11,317.47,1.0012,378.7038,1.0005,1,48.0328,1
463417,0.0503,3.86,2389.0,0.152,1.7246,0.1686,0.151,94.38,254.82,1.0006,347.7797,1.0005,2,22.3315,1
463430,0.053,3.15,2402.0,0.24,1.2739,0.2451,0.2776,412.04,929.48,1.0008,831.9945,1.0002,1,29.1771,2
463466,0.0867,4.0,2521.0,0.253,1.4119,0.213,0.319,64.61,174.44,1.0005,176.92329999999998,1.0005,1,37.6593,2
463641,0.0753,4.09,3042.0,0.4197,2.206,0.2,0.205,151.96,396.86,1.0004,384.3047,1.0004,1,34.6883,2
464010,0.1387,4.02,2450.0,0.2077,1.1889,0.2264,0.222,1452.58,3804.23,1.0005,2511.9263,1.0005,2,46.2712,2
464085,0.0464,3.83,2229.0,0.4381,1.2706,0.3543,0.3238,173.5,447.9,1.0007,506.7036,1.0003,1,46.5809,2
464386,0.0607,3.76,2477.0,0.213,0.993,0.2564,0.302,197.09,510.0,1.0012,537.7243,1.0005,1,31.3128,2
464422,0.045,4.67,2652.0,0.165,0.9323,0.1675,0.159,96.73,261.17,1.0009,432.852,1.0005,1,47.7136,2
464610,0.1271,3.81,2595.0,0.2096,1.3945,0.2481,0.175,313.57,831.22,1.0008,919.9349,1.0005,2,38.0423,2
464687,0.0244,4.26,2533.0,0.2922,1.536,0.2483,0.302,104.26,279.7,1.0012,453.1756,1.0005,2,28.1866,2
464712,0.0691,3.87,2596.0,0.27,1.3173,0.2566,0.386,176.78,463.83,1.0008,353.6109,1.0005,2,46.0187,2
464852,0.0674,4.3,2251.0,0.15,1.2001,0.2214,0.1637,542.48,1463.7,1.0007,1443.7526,1.0005,1,30.1063,2
465195,0.0549,3.73,2533.0,0.98,1.4606,0.4959,0.9854,105.4,284.58,1.0012,403.5651,1.0005,1,19.5654,2
465222,0.0803,4.03,2404.0,0.15,1.7832,0.1619,0.24,1717.86,4810.5,1.0002,3632.8297,1.0005,2,38.8496,2
465575,0.0811,4.42,2557.0,0.231,1.0662,0.198,0.2146,251.77,788.82,1.0006,649.9071,1.0002,1,29.957,2
465705,0.0987,3.91,2557.0,0.3086,1.5275,0.2568,0.3068,5519.8,14903.46,1.0005,9810.2113,1.0005,2,36.5763,2
465818,0.1817,3.92,2404.0,0.2365,2.0232,0.2742,0.274,3631.49,9805.01,1.0002,7182.0083,1.0005,1,35.36,2
465878,0.2655,3.87,2623.0,0.29,1.621,0.3115,0.228,85.15,229.905,1.0011,82.2045,1.0005,2,26.8301,2
466022,0.0605,4.6,2388.0,0.1848,1.1799,0.2908,0.297,246.625,680.667,1.0012,737.8304999999999,1.0005,1,60.7427,2
466110,0.0752,5.08,2505.0,0.169,1.2312,0.1742,0.179,82.43,222.549,1.0012,252.2128,1.0005,2,35.5682,2
466271,0.0676,4.29,2619.0,0.225,1.3523,0.2501,0.253,108.57,294.22,1.0011,356.83239999999995,1.0005,2,54.8111,2
466396,0.0737,4.79,3004.0,0.2554,1.805,0.1716,0.3724,149.56,489.92,1.0004,516.5663,1.0005,2,63.3403,2
466509,0.0752,4.35,2484.0,0.247,1.5826,0.2398,0.2897,130.28,378.99,1.0008,473.3848,1.0005,2,26.9731,2
466527,0.0958,3.91,2418.0,0.2474,1.015,0.2225,0.3026,1141.1,3105.49,1.0009,2600.0842,1.0005,2,42.3821,2
466610,0.1273,4.06,2404.0,0.2492,1.4326,0.2815,0.183,973.63,2784.15,1.0005,1728.5006999999998,1.0005,1,32.5494,2
466679,0.125,3.68,2450.0,0.2034,1.2787,0.2951,0.3258,991.93,2579.92,1.0005,1768.765,1.0005,2,37.6107,2
466886,0.051,3.42,2229.0,0.228,1.561,0.2465,0.172,87.5,200.95,1.0007,371.059,1.0005,2,39.8881,2
466895,0.1596,4.13,2404.0,0.235,1.4022,0.2021,0.225,1782.689,4813.267,1.0002,2635.0004,1.0005,1,35.6878,2
466953,0.0755,4.35,2383.0,0.127,1.1846,0.14,0.1861,154.61,417.45,1.0012,526.4345,1.0005,1,29.7877,2
467039,0.0502,4.65,2383.0,0.201,1.2845,0.2305,0.585,188.46,635.87,1.0007,605.7398,1.0005,1,41.2911,2
467216,0.1192,3.78,2404.0,0.2166,1.3811,0.4034,0.2724,3871.97,10454.11,1.0002,6426.0408,1.0005,1,27.7644,2
467217,0.0514,5.46,2377.0,0.269,1.1359,0.2858,0.1909,179.27,622.95,1.001,563.8886000000001,1.0005,2,66.0352,2
467260,0.0715,4.29,2940.0,0.209,1.1714,0.2252,0.39,124.93,367.42,1.0007,436.8385,1.0005,1,18.5576,2
467412,0.0702,4.13,2389.0,0.453,1.2871,0.2413,0.243,113.41,306.21,1.0006,261.4348,1.0005,2,57.608,1
467754,0.0786,3.93,2410.0,0.117,1.346,0.1877,0.2894,228.918,616.993,1.0007,659.6514,1.0005,1,43.1902,2
467889,0.0848,3.02,2479.0,0.156,0.7881,0.162,0.277,319.2,832.17,1.0012,626.2452000000001,1.0005,1,38.9593,2
468254,0.0493,3.99,2685.0,0.147,1.2097,0.1898,0.314,125.0,337.5,1.0011,468.4287,1.0005,1,36.5201,2
468527,0.0404,4.2,2416.0,0.2661,1.4893,0.265,0.2236,154.7,397.4,1.0005,489.4296000000001,1.0005,2,40.0863,2
468816,0.1391,3.96,2369.0,0.2611,1.356,0.3426,0.162,135.67,387.24,1.0012,244.0509,1.0002,1,17.6926,1
468977,0.1261,3.93,2355.0,0.22,1.3211,0.227,0.3497,117.52,331.99,1.0007,331.4139,1.0005,2,50.2874,2
469396,0.037,3.75,2557.0,0.186,1.5121,0.2156,0.19,168.41,392.61,1.0002,417.903,1.0005,1,26.2809,2
469428,0.1371,3.9,2428.0,0.205,1.3893,0.2006,0.142,71.67,193.51,1.0012,95.8109,1.0005,1,25.874,1
469525,0.1556,3.19,2404.0,0.28,1.4398,0.22,0.21,669.0,1581.0,1.0005,1109.1844,1.0005,1,21.8775,2
469544,0.0638,4.67,2383.0,0.1712,1.2539,0.1489,0.238,178.0,595.7,1.0012,734.5062,1.0005,2,51.5408,2
469547,0.1604,3.78,2484.0,0.157,1.4028,0.158,0.218,161.42,426.48,1.0008,520.1796,1.0005,1,27.3026,2
469746,0.0925,4.01,2513.0,0.192,1.8106,0.2449,0.3295,383.55,1084.53,1.0009,765.4875000000001,1.0005,1,24.1967,1
470015,0.1044,4.21,2404.0,0.1813,1.3146,0.205,0.2266,506.26,1207.85,1.0002,1122.5156,1.0005,1,32.1417,2
470049,0.1057,4.9,2565.0,0.178,0.7678,0.1532,0.227,127.9,178.85,1.0003,403.6543,1.0005,1,24.6179,1
470064,0.061,4.35,2403.0,0.283,1.5652,0.2978,0.2685,114.0,306.18,1.0003,297.35900000000004,1.0,1,31.8711,2
470142,0.0765,4.19,2410.0,0.23,1.4696,0.1762,0.3128,88.322,238.468,1.0003,217.2285,1.0005,1,35.8844,2
470182,0.0336,4.88,2559.0,0.138,0.9965,0.1374,0.116,193.564,674.494,1.0012,737.4964,1.0,1,43.3823,1
470274,0.0664,4.27,2465.0,0.211,1.2987,0.2143,0.3633,89.428,244.05,1.0009,322.6836,1.0005,1,38.2661,2
470321,0.0548,4.11,2404.0,0.23,1.279,0.2545,0.203,148.15,377.32,1.0002,361.3252,1.0005,1,36.4246,2
470597,0.0759,5.24,2513.0,0.1359,0.7172,0.2023,1.0861,107.65,336.03,1.0009,402.1041,1.0002,3,39.3042,2
470687,0.1083,3.97,2410.0,0.247,1.3631,0.243,0.262,761.43,2055.79,1.0005,1717.2817,1.0005,2,39.3183,2
470772,0.0636,5.09,2627.0,0.186,1.2594,0.1537,0.173,93.42,291.02,1.0003,295.7864,1.0005,1,35.7277,2
470934,0.0659,4.04,2909.0,0.2,1.2954,0.2225,0.29,64.04,163.35,1.0009,146.4141,1.0005,1,23.6307,2
471118,0.0525,4.82,2399.0,0.24,1.3316,0.27,0.86,128.58,360.02,1.0007,347.1675,1.0001,1,38.6033,2
471189,0.0678,5.01,2389.0,0.152,1.3085,0.2211,0.1695,112.52,347.33,1.0006,451.1022,1.0005,1,41.8457,2
471209,0.0956,3.4,2446.0,0.152,1.5351,0.2738,0.27,215.36,504.11,1.0008,469.2794,1.0005,1,36.1466,2
471454,0.0953,4.08,2557.0,0.2531,1.3542,0.2085,0.22,219.11,572.58,1.0002,513.8247,1.0005,1,45.7794,2
471520,0.0694,4.17,2545.0,0.2,1.5252,0.2913,0.27,148.65,431.08,1.0001,396.5606,1.0005,1,39.2,2
471559,0.0494,4.73,2251.0,0.27,1.4539,0.172,0.2568,154.1,425.6,1.0012,584.3006,1.0005,1,30.7127,2
471646,0.0832,4.43,2432.0,0.134,1.5665,0.193,0.322,98.48,265.56,1.0012,283.34180000000003,1.0005,1,21.1132,1
471846,0.0437,5.57,2388.0,0.15,1.2724,0.3061,0.271,103.93,389.02,1.001,410.6863,1.0005,1,93.0051,2
471935,0.0621,3.94,2358.0,0.2132,1.0587,0.1451,0.2798,242.08,739.31,1.0012,917.6979,1.0005,2,64.3135,2
472223,0.1005,4.17,2532.0,0.189,1.7032,0.2442,0.221,914.58,2650.73,1.0002,1765.0045,1.0005,1,35.8631,2
472255,0.0579,3.26,2410.0,0.266,1.8025,0.3352,0.405,190.47,461.9,1.0007,423.1321,1.0005,1,27.8214,2
472365,0.0618,4.61,2510.0,0.1757,1.1159,0.2183,0.154,857.66,2581.26,1.0007,2462.7682,1.0005,1,21.8933,2
472488,0.1738,3.91,2404.0,0.1551,1.4266,0.2599,0.1563,2230.4,5919.9,1.0002,4172.666200000001,1.0005,1,53.6639,2
472878,0.1332,3.88,2861.0,0.573,1.3322,0.3287,0.2092,1485.43,4047.02,1.0009,2443.7918,1.0005,1,43.0444,2
473136,0.068,4.64,2602.0,0.156,0.9719,0.1515,0.315,214.53,578.71,1.0009,584.272,1.0005,1,42.5074,2
473270,0.0723,4.02,2514.0,0.245,1.5511,0.2394,0.209,79.248,213.971,1.0011,215.3877,1.0005,1,25.9196,2
473320,0.0514,5.06,2410.0,0.176,1.3392,0.2471,0.2387,133.08,401.48,1.0007,485.8686,1.0005,1,34.742,2
473346,0.08,4.57,2500.0,0.2176,1.3465,0.172,0.14,84.17,225.19,1.0012,238.96,1.0005,1,37.0764,1
473401,0.079,4.07,2557.0,0.225,1.6208,0.2573,0.175,77.168,225.655,1.0002,223.109,1.0005,1,37.3746,2
473964,0.1247,4.33,2550.0,0.2087,1.1177,0.2202,0.195,157.75,427.77,1.0012,420.6103,1.0005,1,34.6244,2
474322,0.1237,4.44,2388.0,0.1985,1.2265,0.1671,0.3802,515.02,1431.6,1.001,1089.2763,1.0005,2,40.0157,2
474489,0.076,3.38,2435.0,0.2643,1.8508,0.3834,0.5781,622.43,1680.563,1.001,1315.022,1.0005,2,34.0395,2
474694,0.0737,4.18,2393.0,0.223,1.2406,0.2423,0.2415,138.31,376.12,1.0009,411.0613,1.0005,2,40.1288,2
474739,0.0531,4.34,2388.0,0.245,1.3025,0.224,0.243,190.05,563.47,1.001,541.2369,1.0002,2,56.3004,2
474924,0.0533,3.6,2404.0,0.233,1.3228,0.1977,0.2654,131.04,306.72,1.0002,341.4667,1.0005,2,31.7872,2
474944,0.0703,4.54,2505.0,0.2042,1.2798,0.1952,0.171,80.21,220.58,1.0002,238.6517,1.0005,1,42.9683,2
475070,0.038,4.82,2633.0,0.26,0.9758,0.2311,0.365,167.11,536.15,1.0009,548.912,1.0005,1,68.289,2
475112,0.0959,4.67,2685.0,0.1968,1.3203,0.2398,0.1722,1362.2,4056.9,1.0011,3220.2466000000004,1.0001,2,50.4308,2
475382,0.0972,4.09,2514.0,0.2578,1.3257,0.2477,0.2667,790.59,2153.09,1.0002,2088.2128,1.0005,1,25.9141,2
475764,0.1688,3.93,2428.0,0.345,1.6,0.248,0.461,86.038,251.598,1.0012,214.3872,1.0003,1,20.1928,2
476047,0.0781,3.54,2404.0,0.23,1.9895,0.1816,0.69,193.82,494.24,1.0002,254.7769,1.0005,1,16.6299,1
476232,0.0549,4.64,2533.0,0.198,1.1463,0.1882,0.261,85.48,290.63,1.0012,371.1151,1.0005,1,36.9455,2
476320,0.0672,4.03,2404.0,0.292,1.7857,0.2169,0.239,212.87,558.19,1.0005,564.0128000000001,1.0005,2,42.3389,2
476391,0.0581,4.52,2641.0,0.2327,1.1751,0.2722,0.3142,130.844,394.743,1.0009,452.7939,1.0005,2,89.0447,2
476952,0.0564,4.04,2652.0,0.23,1.2204,0.2112,0.22,857.38,2292.59,1.0009,2146.3736,1.0005,3,33.1387,2
476994,0.0995,3.76,3014.0,0.208,1.042,0.2112,0.3569,138.59,357.77,1.0012,348.15250000000003,1.0005,1,45.7916,2
477011,0.0564,4.02,2432.0,0.335,1.3166,0.2827,0.294,114.76,309.85,1.0008,447.9536,1.0005,1,61.3892,2
477036,0.1183,4.51,3041.0,0.212,1.6246,0.1956,0.5687,180.73,562.6,1.0004,562.9577,1.0005,1,34.6701,2
477088,0.0635,4.28,2854.0,0.189,1.3025,0.188,0.1797,150.91,428.15,1.0009,451.7265,1.0005,1,41.6216,2
